C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608559.wav|रानी हातमा भिक्षा लिई योगीको छेउमा पुगिन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608560.wav|बधाई छ रमाइलो भएछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608561.wav|अनि कस्तो भयो आजको दिन?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608563.wav|लाजिम्पाटतिरको बाटो बरु सफा र धुलोमुक्त छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608564.wav|गोल्भेडाको अचार, थपी दिनुस् है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608567.wav|नेपाली भाषालाई बचाउने हामी को नै हौँ र?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608568.wav|ती राजाका सन्तान थिएनन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608569.wav|अाजभोलि म अलि ब्यस्त भएर यता कुरा गर्न पाएको छैन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608571.wav|मायाले बोलायो मलाई मायाले बोलायो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608573.wav|बेलुका खानपिन गरिसकेपछि रानी आफ्नो खोपीमा गइन् र हत्तपत्त एउटा फल झिकेर खाइन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608574.wav|सजीव भनेको के हो?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608576.wav|यो वाक्य कसैले लेखेनछन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608579.wav|भाइ, कोक ल्याऊ त एउटा ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608586.wav|यहाँहरुको दिन सुखद अनि फलदायी होस् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608588.wav|हामी छिटै सफल हुनेछौ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608590.wav|बाबुले सम्झाए दुवैतिरकाले मान्लान् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608595.wav|काठ्माडौमा सधैँ बिहान बिहान पानी पर्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608596.wav|किन परिक्षा नहुने हो र आज?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608602.wav|हाम्रो नाता दाजुभाइको हो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608603.wav|रात पनि निकै छिप्पियो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608605.wav|रमाइलो रहेछ त ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608613.wav|बाँदरले आफ्नो पुच्छरमा पनि दही चिउरा लागेको देख्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608617.wav|अलि अलि संघीयतामा आश छ, तर समय लाग्छ त्यसको लागि पनि!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608620.wav|सबै मिली पकाए, खाना मीठो मीठो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608621.wav|नेपालमा मानव संसाधन विकासका चुनौतीहरू के कस्ता रहेकाछन्?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608622.wav|चिया पान भयो त सबैको?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608623.wav|ब्राजिलले जितेछ बधाइ छ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608711.wav|स्कुलमा अखिलको संगठन गर्थे ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608716.wav|हजुर, त्यही हो दाई ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39608965.wav|प्रणय दिवस भर्खरै सकियो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39609029.wav|छोडेर आएको हो, भोली सम्म बन्ला कि!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39609030.wav|नेपालीलाई नमस्ते नै प्यारो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39609031.wav|होटलको साहुनीले पकाकी होला त ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39609067.wav|रानी छटपटाएको देखेर सबै रुन थाले ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540742.wav|यति सहमति भएपछि म पनि पोखराबाट आउनेहरूलाई पुलमै पर्खेर बसेँ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540749.wav|मञ्चमा नभई खेल मैदानबाट सन्यास लिने सोचेको थिएँ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540755.wav|त्यही भएर सन्यास लिने निर्णय गरे ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540882.wav|ती केटामा केही उनका र मेरा गाउँका भाइहरू पनि रहेछन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540884.wav|परीक्षाको समय कति छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540887.wav|ओसाक लाई फेरि पुनःस्थापन गर्ने सोचमा छौ हामी,अब कसरी अघि बड्नुपर्ला दाइहरु?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540888.wav|अलि अलि संघीयतामा आश छ, तर समय लाग्छ त्यसको लागि पनि!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540976.wav|नेपालमा मानव संसाधन विकासका चुनौतीहरू के कस्ता रहेकाछन्?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540977.wav|अनि केही बेरको छलफलपछि उनीहरू पुलको नदीतिरको कुनामा मात्र बस्ने ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540979.wav|रामलाई चिन्छौं तिमीले?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540981.wav|हजुरहरुले सब्जी के के बनाउनु भयो?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35540984.wav|यो बोट अल्लि ढिलो रैछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541040.wav|छालाको जुत्ता फेरि पानीमा लगाउँदा बिग्रने पो हो कि?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541041.wav|चान्स पाए नेपालीले गर्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541043.wav|हाम्रो आधुनिक काठमाडौं ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541045.wav|सबैले एकचोटि माथि पिन गरिएको सन्देश पनि पढौँ है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541047.wav|नेपालमा ट्राफिक नियम पालना भए सायद यो जाम पनि कम हुन्थ्यो होला है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541133.wav|कहिले भन्छन् सानै छौ, कहिले ठूलो भइसक्यौ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541136.wav|खोई कुन्नि के हो के हैन।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541137.wav|हुन्छ रबिन, बिस्तारै बिस्तारै यो समुह बढाउन पर्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541138.wav|खुमलटार हो है हामि बसेको ठाऊँ चाँहि ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541192.wav|हाम्रो समुहमा कुरा हुन अलि कम भयो नि त ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541196.wav|बेनीको बजार पनि तेति धुलो चै छैन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541199.wav|केपी ओली नेतृत्वको सरकार बनेदेखि नै हामीसँग वार्ताको प्रयास भएको थियो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541202.wav|बिहान उठेर कसरत गर्दा दिन नै एकदम राम्रो जान्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541204.wav|बाटो काट्दा एउटा माइक्रोबसले झन्डै हानेको थियो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541239.wav|के भयो र रबि लाई?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541240.wav|भोलि कस्को पक्षमा हुनुहुन्छ हजुर?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541241.wav|अाजको खेल स्पेनले जित्नुपर्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541242.wav|तिमी म संग नबोल ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541243.wav|लागे घाम झलमल ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541305.wav|सम्पुर्ण मित्रहरुमा शुभ बिहानी है।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541306.wav|आगुल्टोले भुतभुत्याउने हो कि?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541311.wav|रिसेल भ्याल्यु पनि डिजेल कारकै बढ्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541312.wav|मेरो लागि चाहिँ यो शनिवार सुखद नै रह्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541379.wav|म मुसाको तर्फबाट दाइ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541380.wav|म:म: नखाको पनि धेरै भो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541382.wav|गेडा चाही सानो हुन्छ दाइ यो आपको ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541384.wav|अहिले त स्वास्थ्य सबै राम्रो चल्दैछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541385.wav|गर्मीको मौसममा पौडी खेल्दा छुट्टै अानन्द नि।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541499.wav|एकदिनमा तीनवटा विषय मात्रै पढाई हुन्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541500.wav|निर्मल तिमीले धेरै राम्रो काम गर्यौ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541501.wav|हजुरलाई पनि यस्तै भाको त छैन?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541502.wav|सम्सयाको कुरो त हैन, जिज्ञासा मात्र राखेको मात्र।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35541503.wav|बिहानै यति गर्मी छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914763.wav|बाटोमा फोहोर गर्नु नराम्रो हो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914764.wav|मेरो घर त म्याग्दी हो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914770.wav|सिमरा बारा जिल्लामा पर्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914771.wav|कक्षाको हाजिर अनिवार्य हुनुपर्छ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914772.wav|अब विद्यार्थी राजनीति हराएकै राम्रो।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914773.wav|नीतिले जित्ने हो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914774.wav|मेरो त आज अन्तिम परिक्षा छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914785.wav|रात भरि करायो दक्षिणा हरायो
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914786.wav|अरु क्याम्पसहरुमा पनि कार्यक्रम गर्न पाए हुन्थ्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914790.wav|माया गर्ने भन्ने बित्तिकै एउटा घटनाको याद आयो।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914793.wav|खाली ठाउँ जोगाउनुपर्छ भन्ने आवाज पनि उठिरहेको छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914794.wav|लोकप्रिय वाक्यहरु बाहेक अरुमा तेस्तो समस्या नअाउला ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914795.wav|आज ब्राजिललाई समर्थन गर्ने को को हुनुहुन्छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914796.wav|हस रोशन दाइ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914802.wav|तराईको बाढी, पहाडको पहिरोको पनि याद अाउँछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914803.wav|ठग्ने र ठगिने हो यो काठमाडौँमा ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914804.wav|हाम्रो लक्ष्य पूरा भएन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914805.wav|खेलको पक्षमा ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914806.wav|तिम्रो नाम भन त?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914812.wav|फिल्म हेर्दा उनले केका लागि त्यत्रो पैसा पाए होलान् भन्ने प्रश्न खडा हुन्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914813.wav|हेटौडा हो सबै भन्दा सफा
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914819.wav|थर्पुको स्कुलमा पञ्च र कम्युनिस्ट छुट्याउनै नसकिने शिक्षकहरूको बाहुल्य थियो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914820.wav|आज धारामा पानी आउने हो हैन पत्तै भएन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914821.wav|अचेल काठमाडौँमा सर्वत्र खाली ठाउँको चर्चा छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914828.wav|अनुभव बोल्यो है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914829.wav|तेस्तो कुरा यहाँ गर्ने हैन है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914830.wav|ग्यास को भाउ कति छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914831.wav|अावश्यक त हैन, तर लेखेको राम्रो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914832.wav|म त घरमै बसेर गयो दिन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914836.wav|नत्र! ठगिनुहोला नि ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914844.wav|पोखराको फेवा तालको दृश्यावलोकन गरिरहँदा टोम्मी र उसको टोलीले बहादुरीका साथ उद्धारको काम गर्छ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914845.wav|बुद्द नेपालमा जन्मेका हुन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914846.wav|शुभ कार्यमा कहिले पनि ढिला गर्न हुन्न ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914847.wav|मलाई पनि तेस्तै गुलियो कमै भको आप मनपर्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914851.wav|विधेयक तयार गर्न सरकारले आयोगका पदाधिकारीसँग छलफल गरेन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914854.wav|शुद्धिकरण गरेको पानी मात्र पिउने गरौँ पखाला,जस्ता सरुवा रोगबाट बचौं ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914870.wav|भाई तँ नबोल के, बरु म तँलाई रातो चमेना गृहको समसा खुवाउँला!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914871.wav|कोही नेताले चुनाव हार्दैमा मुलक बरबाद हुँदैन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914872.wav|डोको भित्र थुने ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914873.wav|म एक्लै हो कि अरु पनि छौ यहाँ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914879.wav|अचानाको पीर खुकुरीले जान्दैन
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914880.wav|गुच्चा खेल्नु हुन्छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914881.wav|स्वागतम भाई!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914882.wav|मलाई एउटा गीत गाएर सुनाउन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914886.wav|बिश्वकप ट्रफी त पनौती हो की के हो?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914889.wav|सिघ्र स्वास्थ लाभको काममा रोशन दाइ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914895.wav|सबै सम्बन्धित निकायले वातावरण मैत्री बिकास अनि कार्ययोजना बनाए हुन्थ्यो नि है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914896.wav|ब्रो, चुरोट छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914897.wav|आज दिउँसो पानी पर्ने सम्भावना छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914898.wav|अत्ती गर्मी छ आज ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914899.wav|मेरो क्याम्पसमा गर्ने कुरा छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914900.wav|सिमरामा निकै गर्मी हुन्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914901.wav|मैले गर्न नमिल्ने रैछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32914902.wav|घर जस्तो अलि छैन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518581.wav|अहिलेसम्म बैज्ञानिकहरुले प्रतिपादन गरेका कुनै सिद्धान्त लागु नहुने संसार ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518582.wav|म त दोधारमा परे ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518583.wav|प्वाँप्वाँ गर्दै बस आयो, रोके एकै छिन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518584.wav|दाजुहरू को खबर खाबर के छ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518585.wav|खाजा खाने बेला भयो कति बेर कुर्ने?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518586.wav|किनभने तपाईंको कार एकदम कन्डिसनमा छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518587.wav|तपाईंहरुलाई विश्वकप कत्तिको लागिरहेको छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32518588.wav|अाज धेरै पछि ढिडो खाइयो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32521082.wav|ल बधाई छ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32521085.wav|हो खुलामञ्चमा डोजर चल्नुपर्थ्यो तर प्रक्रिया पुर्याएर ।
